Gene_ID	C2	C8	GL	EH	LH	ET	LT	BC	MG
AT1G01150	-1.42942940857451	-1.28351162647052	-0.777227650178868	-1.41120970493287	-1.56584366329379	-2.5572805290422	-1.40403007008915	-2.64459669415881	-4.10556295975793
AT1G01160	6.96519996979407	6.97632915227064	6.94070236638632	6.67871803481019	6.56441363383179	6.51650254687582	6.32386789456522	6.00980932270748	6.28198302913084
AT1G01170	4.54448739204099	4.51429062856548	5.40100162623878	5.85436694046538	6.25756086048078	7.03595642764046	7.33262486904381	6.01633751432421	6.78734514499834
AT1G01180	-1.229761398339	-1.46936602154418	-0.933896569280607	-1.1775637678755	-1.59736119678096	-2.05793696807477	-2.11488712592621	-2.76880121343449	0.712324354197809
AT1G01210	4.34436300776645	4.9651406533224	4.63067577937304	4.03851931282463	4.01600927477811	4.21313382182915	3.90982298916812	2.8271688621555	3.17421608539554
AT1G01220	3.96430996743813	3.73266180124853	3.31120001943383	3.38318053059085	3.43544266887861	3.39912107265377	3.09791689626472	2.89316050302567	2.76052942732594
AT1G01225	1.11408769500684	1.12014540258105	2.80240836469645	3.10258124095995	3.52052213122022	3.86255961461183	4.20689271593741	4.51203933128864	5.31364720781
AT1G01230	4.1538904456544	3.69195063901899	3.48336320383391	3.33626480978803	3.36310816930794	3.92536622078975	4.09712044867747	4.33025386207839	6.37668599928559
AT1G01240	1.5372958389151	-0.146105046756447	-0.334958529212968	1.8243566706598	2.51441266307481	1.98325611586039	3.08256328307313	2.85592177708172	5.56747508570572
AT1G01250	-2.64368082756215	-2.50449028421043	-1.56624095195983	-0.839072656034569	0.225500216984343	-0.0530439266762732	0.715237147893485	3.61382744271375	8.41089533289198
AT1G01260	4.15458596103427	3.81148786355065	3.96389225045338	4.30266111477933	4.2729218150374	3.6290924883518	3.99903120834984	4.42962692895834	5.35443283732253
AT1G01290	4.82479513373103	4.08236305391099	4.00803052305403	3.81919415355773	3.82503358315343	3.86845240341531	3.94631747949169	3.5847175989233	3.97597184920517
AT1G01300	8.10523596727565	8.01371809955851	7.23031493993546	6.56869551107865	6.44123076285537	6.82325145017925	6.99384819916119	7.30472589555563	8.0835532227958
AT1G01305	-2.04027853722858	-0.962167039017428	-0.897439072146456	-1.67320984427573	-1.75327638339518	-1.19952671490165	-1.85299406764218	-1.61888203292271	3.60511405636525
AT1G01310	3.61317512971496	0.597729310746909	-0.33495081863928	-2.23395408739889	-2.53828280003151	-1.08844385833869	-3.43875502360289	-2.06511364099309	-0.0957216996682463
AT1G01320	3.77831079250391	4.08543270820105	5.51361295485332	6.06149946542509	6.45149183838625	6.19673464620684	6.43659899071591	6.5736482599405	4.91453504990848
AT1G01350	5.22368845396891	5.23008759183581	5.02854637020233	4.96608288362508	4.82724812158548	4.51276356129855	4.34986264867479	4.06376656445265	5.22106411039988
AT1G01360	4.54067791589643	3.08667412202851	3.65961070065908	3.46120133475415	3.00074933774833	3.06016717436552	2.52123677747815	2.42710032073016	4.68562322870137
AT1G01370	6.3293227519564	6.34533261111629	6.29249417997031	5.94014620906099	5.62607791952507	5.2579194217665	5.25511280909789	4.3213635842239	0.121688045617994
AT1G01380	-2.71433858707444	-2.77812770358457	-2.65054947056431	-0.328677252767773	-0.117100742991617	0.689853243177431	0.983492606842957	-0.441110629123817	0.674665329419986
AT1G01430	4.33835312637297	1.36543959812197	1.3551350455617	1.86973365156026	2.88750817781068	3.83094618197567	4.51282924986711	5.2289383350337	4.93060687548734
AT1G01440	4.1270559785974	2.0020543885853	2.43275480525285	2.76914450827498	2.868771341732	2.36586419143078	2.20422253218496	2.10355641778603	2.46174673463714
AT1G01450	-0.747949794519956	-0.530959968667693	-0.019142682552839	0.678903185424171	0.784512197871372	0.660523698195064	0.619685786614893	0.697413263662714	1.4845599981954
AT1G01460	0.904420311010423	-1.0446736748439	-1.86334916036092	-3.35611079009657	-3.68192118048021	-2.93228646334684	-3.68192118048021	-3.68192118048021	-3.37143541119444
AT1G01470	-0.810256457513252	-1.23461216756222	-1.98010827831174	-1.73210164236723	-1.25332598017005	-0.685486202814802	-0.4655334856336	0.813315731634898	2.52950270831808
AT1G01480	2.74208757202425	2.41070758540463	1.3615482366661	0.438616894124179	-0.874970296351091	-0.72508793904255	-1.34333080568537	-1.71434942875757	7.55254867219896
AT1G01490	2.96028353086617	3.05617106350693	3.26019038746739	3.73144985436369	3.98711204960303	4.66401048951292	5.289605597468	5.74304253827554	7.92522816973087
AT1G01500	2.9233400781923	2.26046980220628	1.02275941456165	2.14186904422362	2.15623226864802	3.18504015418965	3.52100190764978	4.81776151737212	6.33279147333453
AT1G01510	5.84254353119766	5.97433605559143	6.1513129298243	6.24638061807831	6.18562558617974	5.77172760495294	5.8709160402139	6.05633787931904	5.10886697052115
AT1G01540	5.0154779526437	4.57386038678359	4.65382923947133	4.86672230209492	5.0102738053197	5.02501301386586	4.99683470655035	5.44348159112252	5.59314617178573
AT1G01550	5.05272345240826	5.45786939718234	6.01853809349429	6.0608902299674	6.15476945734171	6.12660311913205	5.96284846255936	6.98360645252853	7.70654476494847
AT1G01570	3.80212875202246	1.85304873770025	1.88763791643631	1.36425791053261	1.16974065737218	1.57163549869588	1.53193332694376	0.345742908102435	1.67399933101458
AT1G01600	4.14776952762914	4.18720336638605	4.59556557626125	3.47756275094459	2.70835864930808	3.3906925614412	2.53999208712777	2.97224525529499	2.32885557805028
AT1G01610	5.26890210574648	4.46610330998702	4.02460466276593	1.97494971606381	1.22540746835077	1.35087978798194	2.00463222106294	0.355325113069557	0.880742929948653
AT1G01620	6.76871881690946	8.25593492430715	8.83690461761637	8.06899398981239	8.30226130552433	8.74545232142969	9.08312600613613	9.02949070658752	6.57540270941338
AT1G01630	3.8601561297127	5.88344159119229	5.6304185984374	3.36031583633022	1.85720722905208	1.30010708454114	1.20851467478548	-0.29927996862916	-0.345984367455486
AT1G01640	1.72101837182741	2.20325048558562	0.757356347093922	-0.490028745191914	-0.920119020634453	-1.67427799558158	-1.48213407300438	-2.51809855586208	1.11815277913183
AT1G01650	3.99811884573186	3.88367660059552	3.32722641288766	3.11244097229704	3.76318676268207	3.71623726064449	4.03727963028959	4.01364557227669	4.74240588089542
AT1G01670	0.673732091328077	0.110818519072568	-0.0591424715054156	-0.714766330386328	-1.1995010851611	-1.25882770749086	-1.63060329927031	-1.85103954590947	-1.85103954590947
AT1G01690	4.41547668915234	4.07830393519038	3.93266520780983	4.14940752625054	3.93531754239907	3.36178144819443	3.27297015676845	3.08223708388816	1.3427516715088
AT1G01700	-1.90699417869749	1.0792034225621	1.4467616807871	0.99974422549633	0.862378215677124	0.195276430724376	0.773888895168456	1.35919969187808	0.344415825368724
AT1G01715	2.36405817141563	2.4244084735882	2.21963392903483	2.15581126011173	2.2883682742315	2.29457861546875	2.13249475023982	1.25603225759153	2.84662948451787
AT1G01720	7.11376800886592	6.9209761078669	5.99598338921209	5.95912341803902	6.41183699835858	7.06646036676482	7.04819475836888	8.28144347154022	10.6144034607927
AT1G01725	1.47938896832616	1.25665577569659	0.657865505261452	1.07930362950136	1.58146016328327	1.82479487790583	2.88899069584888	2.58721003109825	5.94179640077696
AT1G01730	5.06725468714408	5.40920227316832	5.51412545298856	5.3232781140185	5.19249525978584	5.04306452026626	5.04293551408433	4.48584280105835	3.50118620364839
AT1G01760	1.64630897498224	0.597661061677055	0.103855012432413	0.610413405769506	0.571171610759379	0.385802017531349	0.400788988510058	0.373245933983803	-1.32695803728428
AT1G01770	3.50104552250929	2.37158174061537	2.6732634190725	3.2128580351673	3.32433324612123	2.92381244683364	3.06920770465354	3.10076002858501	3.29034530992661
AT1G01780	2.75314262592692	0.685040259692251	1.81388250453169	1.6664411577234	0.730393564526831	1.18714680203129	0.932175103565103	1.12337633911955	2.18784233215127
AT1G01790	3.03745668575539	2.79136464129779	3.59362280548644	4.29418141149467	4.54133102882821	4.03493804251898	4.03700020197655	4.70776481914657	2.33118242846777
AT1G01800	3.95330611548514	4.50533006872273	4.80962798629824	4.54832110434985	4.54917774574208	4.73593130277009	5.04265468853899	5.01186632255538	5.89985979685082
AT1G01810	3.21823199912063	2.6610980380351	1.80633089507512	1.59865951308437	1.76637217358019	2.04399988764734	1.66077398076289	0.730628377264753	2.58071280206824
AT1G01820	4.26144472120064	4.4323699960524	4.85381911069475	4.98951204744341	5.01420986058023	5.07006864028783	5.08369868093672	4.73287120841576	6.04432993157392
AT1G01830	4.66404243944142	4.12540718583217	4.09078825705517	4.59541084663041	4.40874267356843	3.74123620016828	4.05491900670269	4.39528211730587	3.01537013593134
AT1G01840	3.7168934745248	2.91304402935512	3.22264606293822	3.10930079136225	3.04835610735563	3.17048182245151	2.96177243123128	1.66908150804147	1.42768513553547
AT1G01860	2.64048193049108	2.82654924848445	3.01301426326888	3.89291812586515	4.0493693414217	3.94363287340662	3.97568146392236	4.03480242941857	3.83827954209042
AT1G01880	3.37496300653192	3.14124176804991	3.0495944149386	3.14710360209872	3.11921420142286	2.30086677757665	2.47412075094335	2.53514249025676	2.04098910035598
AT1G01900	-2.81116244687856	-1.58733856417546	-0.924860289285246	0.113138058446087	1.83685805408831	4.41192555208689	4.13992814580618	1.05558075282631	-0.414795788127154
AT1G01920	5.09943954354467	4.77304452341352	5.07935944372584	5.22220911801818	4.97740773349698	4.64331950531349	4.23798215655855	3.87217694810917	4.14472378424357
AT1G01940	6.72692512674875	7.08666852931274	6.69702791838409	6.24989825159352	6.2471033600523	6.24628782609566	6.03272090092127	4.90881047548468	3.95651831306926
AT1G01950	4.19934169598261	4.44147689429266	4.33828009301391	4.58262138470557	4.67235603543042	4.17441919086438	3.86468431574303	4.81941894878057	4.81811351903776
AT1G01960	6.06342868663594	5.97539403410641	5.71000255637035	5.87539868929395	5.89065859007206	5.61212622797049	5.81701231397486	6.36894591550425	5.58227380523274
AT1G01970	3.67407335683376	3.02348556655892	3.18032797428052	3.9367067576693	4.26386220617717	4.50849780154268	4.70516151367542	4.658742643251	4.73357979750451
AT1G01980	0.905869214005753	0.644731011281302	-1.02665892304623	-3.20464854370299	-3.13091429503356	-0.943038311584852	-2.96122801925905	-2.7750058432535	-2.82206808818662
AT1G01990	4.94443926817825	4.72500623456913	4.73807493335808	4.66262505279965	4.51964992582868	4.90547325838285	4.87315053408551	4.73114458157554	5.32861577883572
AT1G02000	4.74743526116123	4.4382616423739	3.54481251435281	2.92595456830162	2.7936075801212	3.0199151244564	1.74107326239144	1.6715106019506	-0.326192449170941
AT1G02020	3.53367169289111	3.28482788868632	3.52758484510994	3.85407332955946	3.90413916978681	4.11656411198067	4.11385197656393	4.20789452901971	3.46081828520884
AT1G02040	-3.44000320715503	-0.69914732865006	-1.83221331799473	-1.44401730634276	-1.52703843058642	-1.1575260209817	-1.33254523088984	-0.939718032364659	1.48404995637345
AT1G02050	2.6524225354042	1.88967616372704	2.05926922410434	2.40405567731203	2.15975232160749	1.48103023860628	1.14947534558182	1.46450066990783	2.17961347021268
AT1G02060	-1.55217214920804	0.443892377705522	1.25148036758851	1.6514985304614	1.51980283595735	0.691061624428807	0.701913375438477	1.05490595623009	0.442565890870901
AT1G02065	-0.0350194652398763	-2.45349628531562	-2.73169295139091	-2.94239774997917	-2.81172954873507	-1.6509907486762	-1.46227774492187	-2.29104313559357	-2.06422967321003
AT1G02080	6.49552241039534	5.91047347707282	5.64733882999311	5.95783066442382	5.90624122418889	5.78535107666068	5.69158815719111	5.58083539385795	6.1211825014233
AT1G02090	7.98810268156515	7.85737062860372	7.38812201880824	7.23258334020732	7.07595267286103	7.00339402522135	6.79626066813567	6.1109046143681	5.72099914072625
AT1G02100	4.95995126823929	4.83417776050122	4.75089006307582	4.68208299965968	4.53920025957288	4.54284899824674	4.46586879539146	3.93228681645689	3.76243117785768
AT1G02110	4.70133969653112	5.4232305946878	5.30740905736141	5.61409656273992	5.51473483192165	5.14979277808337	4.97669101291336	5.49224509923441	3.05906760330767
AT1G02120	3.56170670965925	3.00791920613064	3.47712958986203	4.37423011198812	4.46815391975632	3.91363302357702	3.93242812146172	4.73925290692112	4.32630874724568
AT1G02130	6.13944113425202	6.84217723423316	6.68760907369117	6.42418307673844	6.45597143202168	6.46750056771442	6.45211500919739	5.84947192646216	5.57333476839413
AT1G02140	8.20487628745493	8.37582779198497	8.15016262201126	7.5876291074146	7.54711579672125	7.96977529869272	7.68315672114404	6.87597617580887	7.35699952541289
AT1G02150	5.5589210304378	4.89665154339826	5.61518185541404	5.99019395694686	6.28187709780112	6.3914080939685	6.68041526397736	6.62049499575916	4.28696032010239
AT1G02160	5.51574651452266	6.00746238792027	5.72084086665786	5.60197290945517	5.8145156630142	6.19405152413072	6.00076465899799	5.00241135763808	6.33169175565471
AT1G02170	4.38860894298636	4.69792505434035	4.3790143291578	4.13538522676877	4.05733213060044	4.46583482258563	4.48477495264483	4.63584975817607	3.076181586736
AT1G02180	3.57114756856901	4.8697719591715	5.10435045160442	4.84815370442804	4.89222015731616	4.9946770894221	4.85934210879597	4.05956488591753	3.38084543273058
AT1G02220	-1.3507045149825	-1.30724777799175	-1.15929405104711	-1.13078246177103	-1.55124916367887	-2.00218189647549	-1.53653482367702	-0.786744603968578	2.00459805324794
AT1G02250	-2.92622256351867	0.970934798950369	-1.67690698175138	-2.50445550964857	-1.90852459671307	-2.43480805397641	-2.60876980481377	-1.76557343401406	-2.60876980481377
AT1G02260	2.89750101233657	3.07201659171356	2.4051190223463	2.84583407359876	2.63403136336717	2.62626979538485	2.48829195126724	3.11228234492774	4.7120257293895
AT1G02270	3.36624958422797	3.16916853401179	3.35064092105544	3.45515191465048	3.67917870312193	3.42551042957948	3.60733803491097	3.84960705937379	4.59592908871264
AT1G02280	6.19182112192854	6.00012378969977	6.30374070168039	6.39862859982262	6.83200217292408	7.15871194174474	7.49998622616749	6.79858606239483	5.14505526180506
AT1G02290	4.62684491949935	4.09995759067084	3.78342949379672	4.14141678047974	4.38690030251156	4.07179938433976	4.27744729166135	4.6460050201928	4.08926257192206
AT1G02300	-0.995532178191462	-2.16793774064277	-1.70758829997963	-0.696194654468477	0.27735754781408	0.69845421443628	1.28195486868686	-1.21195221231105	-1.71665671378924
AT1G02305	4.83726238800692	4.3707066013049	5.44951931621068	5.70855730767552	5.69184899006399	6.11673807687906	6.40384656165943	6.67386779569248	8.08259032619052
AT1G02310	-2.75849855299176	-2.24138045254375	-2.76929571040111	-1.52096601680492	-1.79616135311011	0.00867080898631767	-0.738835635965382	-2.14388043630002	6.90737056778179
AT1G02335	-2.76749618416622	-2.76749618416622	-2.76749618416622	-2.66374326442631	-2.65179570259298	-1.41751717507748	-0.648004278565086	1.07281548971163	-2.43437412285396
AT1G02340	-2.4941818239374	-2.42769521434337	-2.56066843353142	-2.39810293601589	-1.05054480675867	1.70913898360088	4.01960748893975	2.49291560747876	-2.397202713797
AT1G02370	4.59512580865337	4.73265851928257	5.04405139035589	4.74650691944947	4.54906871473137	4.13386408081849	4.17564763964455	3.64267164798964	3.82370301868527
AT1G02390	6.20015715183789	4.81797965906692	4.96817205199406	5.31267350987608	5.39197472354948	5.3824177624849	4.85487539805102	5.58174853901636	4.2039505349848
AT1G02410	5.49344438616184	5.59531872584608	5.47115615606696	5.50232664659091	5.40674237312869	5.49506410437195	5.5131373696889	5.19724810711852	6.22663199280111
AT1G02450	-2.60532007945352	-2.49038882659827	-1.74960951472067	-0.22630758537378	0.93161278849054	-1.05419968659768	-1.7452991472515	-1.59267654072504	-0.566821590444448
AT1G02475	0.997430546816096	1.12623934093923	1.47017102258702	2.62108931475739	2.61475147468075	3.00295665841143	2.75912682980501	1.8865375428816	2.57739829298497
AT1G02500	7.25044823409948	7.07951781742396	7.12964636732834	6.96035582727575	7.14365867362373	7.30333088260263	7.35606041197511	7.6483206955978	7.58924578045411
AT1G02560	5.89308983688847	6.60493448141444	7.24982010515165	7.30554133724042	7.61340778434557	7.98364544099513	8.15406888912531	7.6268733802416	6.40885868272887
AT1G02570	-2.88216579054921	-2.64384936147192	-2.37597638183521	-2.65282657778322	-2.65282657778322	0.2233212388165	0.623955366933517	-1.31583082962934	-2.30269761792852
AT1G02610	3.65025835505809	1.51134471898977	0.391480995445645	-0.819133222161856	-1.34430139952239	-0.838181935875937	-0.733047080031338	-1.69937785509652	1.4976999576688
AT1G02640	-0.996477382946638	2.16195979500978	3.61923841812402	4.07283122495483	4.54810124954127	4.23885855644119	4.3227279962577	1.56889708071621	-1.55548996194293
AT1G02650	-2.1899251299343	-0.0940206188973494	0.914135361090877	0.144217899334741	0.231712688558525	-0.120029807286003	0.159939451556639	-0.203346655508521	-1.19601200171045
AT1G02660	3.40460654336311	2.10249257682575	2.58091134970636	3.04230029009909	2.86124588811504	2.41829120148471	1.93454373909463	2.93998096724746	3.38455626801746
AT1G02670	3.60085476403295	0.940708582867925	1.06573067746362	1.64720335067737	1.42071904053129	0.578738886706917	0.345454787137333	0.410698329241247	-1.43439296059524
AT1G02680	4.79345119843414	5.1193703581948	5.04435379434478	4.94417432762827	4.86366309307919	5.03091633068123	4.88869127003137	4.3077514339414	5.10399716192102
AT1G02690	7.68587134552015	7.11124589238131	6.76397242249705	6.71989689367862	6.4312252444792	6.04179575012701	5.8346264739754	5.49182129930903	2.26499892778569
AT1G02700	2.57030367767043	1.25809590142616	0.288142143353763	0.689191604541883	0.819859805785985	1.28929240217785	1.45163553482945	1.47241896091515	10.6148449612064
AT1G02720	1.11609032961215	2.75258090309835	3.24736833027776	3.33574216054686	3.31728049140119	3.71786602741348	3.81668045750203	3.97082620797566	4.46921965977915
AT1G02730	5.72278942812665	6.75509097755522	6.9543926810119	6.9868303676391	6.91899002155477	6.25627743156914	6.37801009535593	6.78807454329391	-0.188552743962801
AT1G02740	3.01650652837874	3.2362234360974	3.8340957514872	3.92910841378791	4.02936241243976	3.77155256646705	3.63322804923117	3.31778829420773	2.97039211123447
AT1G02750	3.26664752500029	3.52063297472826	3.2868789056282	3.46978001098993	3.48463957406372	3.79251643953379	3.84928860778632	3.90472909251633	4.49978464012951
AT1G02770	4.82418449996558	3.98289233588983	2.7062942478893	1.75061139811408	1.02346438780985	1.98315615785826	1.76011138551634	0.324416638703611	2.00173583200204
AT1G02780	10.7872095914514	11.5846807541991	11.2789670121054	10.6529923109319	10.6417074822512	10.7079662871334	10.7688719205737	10.2457136518809	9.47937877151217
AT1G02790	5.57593868240698	3.16754436576691	1.19330274657423	-3.27333942334579	-3.30482468169999	1.07058740645605	-3.75870120698336	-3.1260878279427	-2.12347955146527
AT1G02800	-0.74546618795459	5.16100268698973	5.334663644028	6.67513782650766	6.70875251710334	5.74366750907065	5.70221831900944	4.85699754035255	-2.36238742879967
AT1G02810	0.897692104609816	1.51873429410892	3.61908885091029	3.13307002002938	3.27573317854892	3.36875991731974	2.45126730722713	2.62733451678574	2.59661714577704
AT1G02816	4.62217044217331	4.43094702602147	4.05048613702278	3.80667607985497	4.07544154627125	4.83492636474308	5.16551962599315	4.95866155582858	8.44023884135812
AT1G02820	-4.0532195305035	-0.523513464322209	-0.475716190442651	-0.771954124272334	-1.48177283782893	-1.29909673866862	-1.48177283782893	-1.48177283782893	-0.105995104559644
AT1G02840	6.91019792094572	7.30349499476077	7.36409187274672	7.04294037540832	6.99422185880321	6.94335351713708	6.64966886540331	6.05298369414065	5.67420538929114
AT1G02850	-2.53485529782185	-2.41956051956648	-2.18582920152778	-2.77881029262125	-2.03501443315991	-1.39116030034513	0.565620223136943	3.08594194945738	9.0790278591396
AT1G02860	6.05404202273158	5.5606640617693	5.34722113171086	5.51583058204667	5.50994400565901	5.78010735415849	6.01033744051355	5.93048375932667	4.15031778099921
AT1G02870	6.65386514660546	7.14946757033248	6.80175711330588	6.02957905922785	6.05716073347099	5.99088232274696	5.85984652575117	4.48059325371287	4.54378307980654
AT1G02880	3.15575007698683	2.84474217540948	3.06512868513952	3.0687834707787	3.16859686903864	3.27570577930781	3.04697702214812	2.83463702621456	4.07382744732258
AT1G02890	4.48837075296252	4.69787704150932	4.53226469496216	5.28415052143781	5.10532196345279	5.06359442449144	5.00225481398034	6.35272075470328	7.24056092355139
AT1G02910	3.82898753277223	3.64274640742701	3.6280303681668	4.39731871924869	4.48439019225394	4.44185217423434	4.49051807504632	4.15594020815055	3.91601924479631
AT1G02930	2.95761254384723	3.19532639968344	3.84315760263085	3.57954415533313	2.21551092721559	1.13223348321613	0.233216752254559	-1.58178150675982	-1.03119437751584
AT1G02940	-2.24658068987101	-1.51087627974195	-0.129709563773841	-0.0341156978146698	-2.64506015754382	-3.10573557930112	-3.28841167846142	-3.28841167846142	-2.73782454921745
AT1G02960	3.14066866362626	2.37836837153498	2.97509114364329	3.67617741720033	3.60577059199879	3.27882559459736	3.06544487482191	3.18859520548058	3.93296851267032
AT1G02970	4.9538287942006	4.12715098249037	4.33686848443972	4.48668100114958	4.41958540161077	4.32596358184385	4.30081548953639	4.4365979909808	2.1552378390968
AT1G02980	4.51043377839826	3.79052199110795	1.05236331162588	1.54917808655954	-0.0986964765137537	0.133768852101681	-0.853268963035316	-0.52417667821958	-0.520146901723057
AT1G02990	3.5021261962284	2.89063568542162	3.28255940208329	3.64103001750134	3.71575271248289	3.2164878715472	3.18955867286819	3.83933499330452	4.28538840607814
AT1G03000	3.36509339920426	3.39294330796315	3.51181547835127	4.14456980484927	4.1299978352097	3.75911044037673	3.69782041151265	4.0622709487586	3.76246158368678
AT1G03030	4.45471065487574	4.18606244842218	4.3883199058102	4.6687896618551	4.85958671939564	5.06137231191031	4.9821084237296	4.55773322073257	5.55007824492254
AT1G03040	4.86084080432611	5.08808009424213	5.16687846791674	5.45587422711487	5.4858341402638	5.26021877793498	5.26803897751621	5.52392963182258	5.87581181966973
AT1G03050	2.83862372398723	-0.306587216993173	-1.3328783322906	-3.94838090856319	-4.05283926669474	-1.87603886376389	-4.0943748843012	-3.35310546708398	-2.87062880902716
AT1G03060	5.17380535377886	4.63813049920958	4.41292898358175	4.5799786194639	4.74041314516816	4.28017697340034	4.57787494547793	4.96651394985459	4.68186710343776
AT1G03070	4.73737630227251	4.7667256495937	2.57328909195931	2.5188535548484	2.74419685169494	4.38562631827971	3.8343983228035	3.91100697642488	6.99846378039454
AT1G03080	2.41919932065001	1.59293360843203	0.20418365218771	-0.19159100322537	1.04033678963355	1.58272792999656	1.722018429215	3.31943135825519	4.12364878760438
AT1G03090	5.58217936917578	3.41383020425737	3.5216177180057	4.36170791358279	4.41710620976791	4.11614250074348	4.59285610009356	4.61938459608357	5.12302495870216
AT1G03106	0.0149470798619519	-1.39424973603732	-1.55050807286331	-0.73188283817752	-0.36868172061365	1.59311007164887	3.70322749959139	6.60337044475635	9.83825476702887
AT1G03110	6.22003384619802	5.87069588003714	6.18997528886466	5.9948532741285	5.93445118062787	5.57034214653414	5.4334409310797	5.0366607344209	3.4290799701291
AT1G03120	1.685569547343	2.74519483301744	1.9794137196156	1.86307947087248	2.16512711194681	2.34794055440495	2.73380402626596	3.73409427644242	4.74960045506991
AT1G03130	2.47708339565451	1.85897822481721	2.72379233031837	4.36505982029001	5.50004602026952	6.72836409287434	7.36909261104157	7.06436641796457	5.11195259361357
AT1G03140	5.67576667528601	5.97902555283705	6.20246763878787	6.03754863510132	6.01655197194323	5.71800233467618	5.80014689188083	5.73203499371765	5.3766208130313
AT1G03150	4.9452561396295	5.65394975821536	5.22181681310228	4.6960487187853	4.71305510162218	5.02075717431436	4.78963362340997	3.79671142498262	3.87041853562859
AT1G03160	3.47946256328872	2.86134085010044	2.81579137735972	3.48448632783041	3.75373282365634	3.80839589091087	4.08943687300719	4.29108653745344	2.48375454744342
AT1G03180	3.61829092618704	3.89343470767931	3.77011766188125	3.73232256144616	3.67894955351576	3.52662968548449	3.23909031983201	2.40004088902232	1.64915707489201
AT1G03190	3.72388349414302	3.33187986684373	3.42810819844714	3.62997308082415	3.55130122830444	3.13374071213816	2.88822066329709	3.26256602736517	2.96946432513758
AT1G03210	3.13623926071043	4.11214383249036	4.4835259363075	5.25356594407041	5.75959135445251	6.55022201604605	6.43899672630688	6.60677505479739	6.53955950500104
AT1G03220	5.33177573025138	5.34469291678938	5.86742709454893	5.28916785596387	5.41960315300816	4.92382314073559	4.47409024203322	3.94451416250635	2.40811694122681
AT1G03230	3.94917637714686	3.84568743713618	4.76977861853134	4.73207671007831	4.91280683519025	4.94625027307908	4.8391096485666	4.31284869712845	2.11512638134987
AT1G03250	4.63448297866126	4.86962248209533	5.08228820933925	4.82260992167553	4.67661383021486	4.53540070151276	4.49585243331612	4.05329319860361	4.49326733566089
AT1G03260	3.69049281272575	3.1559504684057	3.18101678368534	3.34042144267596	3.34658682204231	3.44241521537977	3.18077593393211	3.57164993960537	4.37563511405378
AT1G03270	3.27251243496422	3.38996566915614	3.39191019833452	3.6663552571459	3.71191690072758	3.70744021560112	3.48653178860203	4.22509705993027	6.21493686709719
AT1G03290	4.31124267835139	3.75904766057495	3.36222464905159	3.94259390608398	3.94629693536418	3.80375885428416	3.59195190606056	2.77313387472307	-0.0142233080463081
AT1G03300	-2.33341226896966	-1.75069090057449	-1.49818275517693	-1.62443682787571	-1.6244368278757	-1.39405214319565	-1.6244368278757	-1.6244368278757	1.84770598358423
AT1G03310	1.931132942713	2.5290308714632	2.98065874383608	3.8502368838571	4.17705720045108	4.3921433131619	4.66634097577202	5.31057625295338	6.1104574085683
AT1G03330	6.73669280996412	7.34941113367642	7.23160030030763	6.68413129943014	6.68880505247612	7.08643038924647	6.74893037431392	5.58503014778397	5.58869237568281
AT1G03350	5.06547270991225	5.22583335149238	4.94519695084508	4.87888724141465	4.81747296677371	4.58967522286888	4.76288372901621	5.04002256473118	5.44818205879685
